album,file,genre,native_sr,hf_edge
Eminem-The_Death_Of_Slim_Shady_(Coup_De_Grace)-PROPER-24BIT-WEB-FLAC-2024-TVRf,04-eminem-brand_new_dance-proper.flac,Hip-hop,96000,38437
Eminem-The_Death_Of_Slim_Shady_(Coup_De_Grace)-PROPER-24BIT-WEB-FLAC-2024-TVRf,06-eminem-all_you_got_(skit)-proper.flac,Hip-hop,96000,21867
Eminem-The_Death_Of_Slim_Shady_(Coup_De_Grace)-PROPER-24BIT-WEB-FLAC-2024-TVRf,07-eminem-lucifer_(featuring_sly_pyper)-proper.flac,Hip-hop,96000,40500
Eminem-The_Death_Of_Slim_Shady_(Coup_De_Grace)-PROPER-24BIT-WEB-FLAC-2024-TVRf,08-eminem-antichrist-proper.flac,Hip-hop,96000,36164
Eminem-The_Death_Of_Slim_Shady_(Coup_De_Grace)-PROPER-24BIT-WEB-FLAC-2024-TVRf,09-eminem-fuel_(featuring_jid)-proper.flac,Hip-hop,96000,38437
Eminem-The_Death_Of_Slim_Shady_(Coup_De_Grace)-PROPER-24BIT-WEB-FLAC-2024-TVRf,10-eminem-road_rage_(featuring_dem_jointz_and_sly_pyper)-proper.flac,Hip-hop,96000,38484
Eminem-The_Death_Of_Slim_Shady_(Coup_De_Grace)-PROPER-24BIT-WEB-FLAC-2024-TVRf,11-eminem-houdini-proper.flac,Hip-hop,96000,48000
Eminem-The_Death_Of_Slim_Shady_(Coup_De_Grace)-PROPER-24BIT-WEB-FLAC-2024-TVRf,12-eminem-breaking_news_(skit)-proper.flac,Hip-hop,96000,40664
Eminem-The_Death_Of_Slim_Shady_(Coup_De_Grace)-PROPER-24BIT-WEB-FLAC-2024-TVRf,13-eminem-guilty_conscience_2-proper.flac,Hip-hop,96000,38695
Eminem-The_Death_Of_Slim_Shady_(Coup_De_Grace)-PROPER-24BIT-WEB-FLAC-2024-TVRf,14-eminem-head_honcho_(featuring_ez_mil)-proper.flac,Hip-hop,96000,36703
Eminem-The_Death_Of_Slim_Shady_(Coup_De_Grace)-PROPER-24BIT-WEB-FLAC-2024-TVRf,15-eminem-temporary_(featuring_skylar_grey)-proper.flac,Hip-hop,96000,33046
Eminem-The_Death_Of_Slim_Shady_(Coup_De_Grace)-PROPER-24BIT-WEB-FLAC-2024-TVRf,19-eminem-somebody_save_me_(featuring_jelly_roll)-proper.flac,Hip-hop,96000,36632
Kendrick_Lamar-GNX-PROPER-24BIT-WEB-FLAC-2024-BiKO,001-kendrick_lamar-wacced_out_murals.flac,Hip-hop,48000,21058
Kendrick_Lamar-GNX-PROPER-24BIT-WEB-FLAC-2024-BiKO,002-kendrick_lamar-squabble_up.flac,Hip-hop,48000,21457
Kendrick_Lamar-GNX-PROPER-24BIT-WEB-FLAC-2024-BiKO,003-kendrick_lamar-luther.flac,Hip-hop,48000,21281
Kendrick_Lamar-GNX-PROPER-24BIT-WEB-FLAC-2024-BiKO,004-kendrick_lamar-man_at_the_garden.flac,Hip-hop,48000,20156
Kendrick_Lamar-GNX-PROPER-24BIT-WEB-FLAC-2024-BiKO,005-kendrick_lamar-hey_now.flac,Hip-hop,48000,21187
Kendrick_Lamar-GNX-PROPER-24BIT-WEB-FLAC-2024-BiKO,006-kendrick_lamar-reincarnated.flac,Hip-hop,48000,20707
Kendrick_Lamar-GNX-PROPER-24BIT-WEB-FLAC-2024-BiKO,007-kendrick_lamar-tv_off.flac,Hip-hop,48000,21574
Kendrick_Lamar-GNX-PROPER-24BIT-WEB-FLAC-2024-BiKO,008-kendrick_lamar-dodger_blue.flac,Hip-hop,48000,20882
Kendrick_Lamar-GNX-PROPER-24BIT-WEB-FLAC-2024-BiKO,009-kendrick_lamar-peekaboo.flac,Hip-hop,48000,20578
Kendrick_Lamar-GNX-PROPER-24BIT-WEB-FLAC-2024-BiKO,010-kendrick_lamar-heart_pt_6.flac,Hip-hop,48000,20695
Kendrick_Lamar-GNX-PROPER-24BIT-WEB-FLAC-2024-BiKO,011-kendrick_lamar-gnx.flac,Hip-hop,48000,19839
Kendrick_Lamar-GNX-PROPER-24BIT-WEB-FLAC-2024-BiKO,012-kendrick_lamar-gloria.flac,Hip-hop,48000,20648
Death_Cab_For_Cutie-I_Built_You_A_Tower-16BIT-WEB-FLAC-2026-FLACCiD,02-death_cab_for_cutie-punching_the_flowers.flac,Indie,44100,18647
Death_Cab_For_Cutie-I_Built_You_A_Tower-16BIT-WEB-FLAC-2026-FLACCiD,03-death_cab_for_cutie-pep_talk.flac,Indie,44100,18227
Death_Cab_For_Cutie-I_Built_You_A_Tower-16BIT-WEB-FLAC-2026-FLACCiD,04-death_cab_for_cutie-i_built_you_a_tower_(a).flac,Indie,44100,18820
Death_Cab_For_Cutie-I_Built_You_A_Tower-16BIT-WEB-FLAC-2026-FLACCiD,05-death_cab_for_cutie-envy_the_birds.flac,Indie,44100,16537
Death_Cab_For_Cutie-I_Built_You_A_Tower-16BIT-WEB-FLAC-2026-FLACCiD,07-death_cab_for_cutie-how_heavenly_a_state.flac,Indie,44100,18830
Death_Cab_For_Cutie-I_Built_You_A_Tower-16BIT-WEB-FLAC-2026-FLACCiD,09-death_cab_for_cutie-riptides.flac,Indie,44100,17711
Death_Cab_For_Cutie-I_Built_You_A_Tower-16BIT-WEB-FLAC-2026-FLACCiD,11-death_cab_for_cutie-i_built_you_a_tower_(b).flac,Indie,44100,18324
Arne Domnerus - Jazz At The Pawnshop (1976) [2003 FIMSACD034] [2xSACD ISO],01 - Introduction.flac,Jazz,44100,13867
Arne Domnerus - Jazz At The Pawnshop (1976) [2003 FIMSACD034] [2xSACD ISO],01 - Lady Be Good.flac,Jazz,44100,18615
Arne Domnerus - Jazz At The Pawnshop (1976) [2003 FIMSACD034] [2xSACD ISO],02 - Here Is That Rainy Day.flac,Jazz,44100,17904
Arne Domnerus - Jazz At The Pawnshop (1976) [2003 FIMSACD034] [2xSACD ISO],02 - Limehouse Blues.flac,Jazz,44100,18744
Arne Domnerus - Jazz At The Pawnshop (1976) [2003 FIMSACD034] [2xSACD ISO],03 - Barbados.flac,Jazz,44100,18044
Arne Domnerus - Jazz At The Pawnshop (1976) [2003 FIMSACD034] [2xSACD ISO],03 - I'm Confessin'.flac,Jazz,44100,15180
Arne Domnerus - Jazz At The Pawnshop (1976) [2003 FIMSACD034] [2xSACD ISO],04 - High Life.flac,Jazz,44100,19121
Arne Domnerus - Jazz At The Pawnshop (1976) [2003 FIMSACD034] [2xSACD ISO],04 - How High The Moon.flac,Jazz,44100,19003
Arne Domnerus - Jazz At The Pawnshop (1976) [2003 FIMSACD034] [2xSACD ISO],05 - Struttin' With Some Barbecue.flac,Jazz,44100,17484
Arne Domnerus - Jazz At The Pawnshop (1976) [2003 FIMSACD034] [2xSACD ISO],05 - Take Five.flac,Jazz,44100,17732
Arne Domnerus - Jazz At The Pawnshop (1976) [2003 FIMSACD034] [2xSACD ISO],06 - Everything Happens To Me.flac,Jazz,44100,18012
Arne Domnerus - Jazz At The Pawnshop (1976) [2003 FIMSACD034] [2xSACD ISO],06 - Jeep's Blues.flac,Jazz,44100,17732
Arne Domnerus - Jazz At The Pawnshop (1976) [2003 FIMSACD034] [2xSACD ISO],07 - Stuffy.flac,Jazz,44100,17441
Kamasi Washington - Heaven and Earth (2018)(FLAC)(CD)/CD1,01 - Fists Of Fury.flac,Jazz,44100,17000
Kamasi Washington - Heaven and Earth (2018)(FLAC)(CD)/CD1,02 - Can You Hear Him.flac,Jazz,44100,17301
Kamasi Washington - Heaven and Earth (2018)(FLAC)(CD)/CD1,03 - Hub-Tones.flac,Jazz,44100,16903
Kamasi Washington - Heaven and Earth (2018)(FLAC)(CD)/CD1,04 - Connections.flac,Jazz,44100,17161
Kamasi Washington - Heaven and Earth (2018)(FLAC)(CD)/CD1,05 - Tiffakonkae.flac,Jazz,44100,16634
Kamasi Washington - Heaven and Earth (2018)(FLAC)(CD)/CD1,06 - The Invincible Youth.flac,Jazz,44100,16752
Kamasi Washington - Heaven and Earth (2018)(FLAC)(CD)/CD1,07 - Testify.flac,Jazz,44100,17000
Kamasi Washington - Heaven and Earth (2018)(FLAC)(CD)/CD1,08 - One Of One.flac,Jazz,44100,16472
Kamasi Washington - Heaven and Earth (2018)(FLAC)(CD)/CD2,01 - The Space Travelers Lullaby.flac,Jazz,44100,18701
Kamasi Washington - Heaven and Earth (2018)(FLAC)(CD)/CD2,02 - Vi Lua Vi Sol.flac,Jazz,44100,16935
Kamasi Washington - Heaven and Earth (2018)(FLAC)(CD)/CD2,03 - Street Fighter Mas.flac,Jazz,44100,15923
Kamasi Washington - Heaven and Earth (2018)(FLAC)(CD)/CD2,04 - Song For The Fallen.flac,Jazz,44100,15913
Kamasi Washington - Heaven and Earth (2018)(FLAC)(CD)/CD2,05 - Journey.flac,Jazz,44100,18701
Kamasi Washington - Heaven and Earth (2018)(FLAC)(CD)/CD2,06 - The Psalmnist.flac,Jazz,44100,15482
Kamasi Washington - Heaven and Earth (2018)(FLAC)(CD)/CD2,07 - Show Us The Way.flac,Jazz,44100,17549
Kamasi Washington - Heaven and Earth (2018)(FLAC)(CD)/CD2,08 - Will You Sing.flac,Jazz,44100,17355
Kamasi Washington - Heaven and Earth (2018)(FLAC)(CD)/CD3,01 - The Secrete of Jinsinson.flac,Jazz,44100,15783
Kamasi Washington - Heaven and Earth (2018)(FLAC)(CD)/CD3,02 - Will You Love Me Tomorrow.flac,Jazz,44100,17441
Kamasi Washington - Heaven and Earth (2018)(FLAC)(CD)/CD3,03 - My Family.flac,Jazz,44100,17344
Kamasi Washington - Heaven and Earth (2018)(FLAC)(CD)/CD3,04 - Agents of The Multiverse.flac,Jazz,44100,17937
Kamasi Washington - Heaven and Earth (2018)(FLAC)(CD)/CD3,05 - Ooh Child.flac,Jazz,44100,15665
Patricia Barber - Cafe Blue (1994) [SACD] (2002 MFSL Remaster)/Café Blue,01 - What A Shame.flac,Jazz,44100,16171
Patricia Barber - Cafe Blue (1994) [SACD] (2002 MFSL Remaster)/Café Blue,02 - Mourning Grace.flac,Jazz,44100,16160
Patricia Barber - Cafe Blue (1994) [SACD] (2002 MFSL Remaster)/Café Blue,03 - The Thrill Is Gone.flac,Jazz,44100,16160
Patricia Barber - Cafe Blue (1994) [SACD] (2002 MFSL Remaster)/Café Blue,04 - Romanesque.flac,Jazz,44100,18044
Patricia Barber - Cafe Blue (1994) [SACD] (2002 MFSL Remaster)/Café Blue,05 - Yellow Car III.flac,Jazz,44100,15988
Patricia Barber - Cafe Blue (1994) [SACD] (2002 MFSL Remaster)/Café Blue,06 - Wood Is A Pleasant Thing To Think About.flac,Jazz,44100,16742
Patricia Barber - Cafe Blue (1994) [SACD] (2002 MFSL Remaster)/Café Blue,07 - Inch Worm.flac,Jazz,44100,18335
Patricia Barber - Cafe Blue (1994) [SACD] (2002 MFSL Remaster)/Café Blue,08 - Ode To Billy Joe.flac,Jazz,44100,15686
Patricia Barber - Cafe Blue (1994) [SACD] (2002 MFSL Remaster)/Café Blue,09 - Too Rich For My Blood.flac,Jazz,44100,16763
Patricia Barber - Cafe Blue (1994) [SACD] (2002 MFSL Remaster)/Café Blue,10 - A Taste Of Honey.flac,Jazz,44100,15999
Patricia Barber - Cafe Blue (1994) [SACD] (2002 MFSL Remaster)/Café Blue,11 - Nardis.flac,Jazz,44100,17043
Patricia Barber - Cafe Blue (1994) [SACD] (2002 MFSL Remaster)/Café Blue,12 - Manha De Carnaval.flac,Jazz,44100,15633
Steely_Dan-Aja-REMASTERED-24BIT-96KHZ-WEB-FLAC-2023-OBZEN,01-steely_dan-black_cow-0b16d546.flac,Jazz-rock,96000,21820
Steely_Dan-Aja-REMASTERED-24BIT-96KHZ-WEB-FLAC-2023-OBZEN,02-steely_dan-aja-72175fa9.flac,Jazz-rock,96000,21515
Steely_Dan-Aja-REMASTERED-24BIT-96KHZ-WEB-FLAC-2023-OBZEN,03-steely_dan-deacon_blues-ef950c7c.flac,Jazz-rock,96000,21609
Steely_Dan-Aja-REMASTERED-24BIT-96KHZ-WEB-FLAC-2023-OBZEN,04-steely_dan-peg-75c24758.flac,Jazz-rock,96000,21117
Steely_Dan-Aja-REMASTERED-24BIT-96KHZ-WEB-FLAC-2023-OBZEN,05-steely_dan-home_at_last-d3067778.flac,Jazz-rock,96000,20812
Steely_Dan-Aja-REMASTERED-24BIT-96KHZ-WEB-FLAC-2023-OBZEN,06-steely_dan-i_got_the_news-c0299234.flac,Jazz-rock,96000,21445
Steely_Dan-Aja-REMASTERED-24BIT-96KHZ-WEB-FLAC-2023-OBZEN,07-steely_dan-josie-5a59b1e2.flac,Jazz-rock,96000,20179
Eva_Cassidy-Live_At_Blues_Alley-CD-FLAC-1998-FLACME,01-eva_cassidy-cheek_to_cheek.flac,Other,44100,19444
Eva_Cassidy-Live_At_Blues_Alley-CD-FLAC-1998-FLACME,02-eva_cassidy-stormy_monday.flac,Other,44100,17592
Eva_Cassidy-Live_At_Blues_Alley-CD-FLAC-1998-FLACME,03-eva_cassidy-bridge_over_troubled_water.flac,Other,44100,18410
Eva_Cassidy-Live_At_Blues_Alley-CD-FLAC-1998-FLACME,04-eva_cassidy-fine_and_mellow.flac,Other,44100,19638
Eva_Cassidy-Live_At_Blues_Alley-CD-FLAC-1998-FLACME,05-eva_cassidy-people_get_ready.flac,Other,44100,17571
Eva_Cassidy-Live_At_Blues_Alley-CD-FLAC-1998-FLACME,06-eva_cassidy-blue_skies.flac,Other,44100,17495
Eva_Cassidy-Live_At_Blues_Alley-CD-FLAC-1998-FLACME,07-eva_cassidy-tall_trees_in_georgia.flac,Other,44100,14524
Eva_Cassidy-Live_At_Blues_Alley-CD-FLAC-1998-FLACME,08-eva_cassidy-fields_of_gold.flac,Other,44100,14836
Eva_Cassidy-Live_At_Blues_Alley-CD-FLAC-1998-FLACME,09-eva_cassidy-autumn_leaves.flac,Other,44100,14341
Eva_Cassidy-Live_At_Blues_Alley-CD-FLAC-1998-FLACME,10-eva_cassidy-honeysuckle_rose.flac,Other,44100,17215
Eva_Cassidy-Live_At_Blues_Alley-CD-FLAC-1998-FLACME,11-eva_cassidy-take_me_to_the_river.flac,Other,44100,17592
Eva_Cassidy-Live_At_Blues_Alley-CD-FLAC-1998-FLACME,12-eva_cassidy-what_a_wonderful_world.flac,Other,44100,20015
Eva_Cassidy-Live_At_Blues_Alley-CD-FLAC-1998-FLACME,13-eva_cassidy-oh_had_i_a_golden_thread.flac,Other,44100,18303
"Dua Lipa/2021 - Future Nostalgia ~The Moonlight Edition~ (Urban 0602435782966, 2 LP, Germany)/LP1",01 - Future Nostalgia.flac,Pop,44100,16806
"Dua Lipa/2021 - Future Nostalgia ~The Moonlight Edition~ (Urban 0602435782966, 2 LP, Germany)/LP1",02 - Don’t Start Now.flac,Pop,44100,17764
"Dua Lipa/2021 - Future Nostalgia ~The Moonlight Edition~ (Urban 0602435782966, 2 LP, Germany)/LP1",03 - Cool.flac,Pop,44100,17366
"Dua Lipa/2021 - Future Nostalgia ~The Moonlight Edition~ (Urban 0602435782966, 2 LP, Germany)/LP1",04 - Physical.flac,Pop,44100,18249
"Dua Lipa/2021 - Future Nostalgia ~The Moonlight Edition~ (Urban 0602435782966, 2 LP, Germany)/LP1",05 - Levitating.flac,Pop,44100,15503
"Dua Lipa/2021 - Future Nostalgia ~The Moonlight Edition~ (Urban 0602435782966, 2 LP, Germany)/LP1",06 - Pretty Please.flac,Pop,44100,14793
"Dua Lipa/2021 - Future Nostalgia ~The Moonlight Edition~ (Urban 0602435782966, 2 LP, Germany)/LP1",07 - Hallucinate.flac,Pop,44100,15697
"Dua Lipa/2021 - Future Nostalgia ~The Moonlight Edition~ (Urban 0602435782966, 2 LP, Germany)/LP1",08 - Love Again.flac,Pop,44100,18970
"Dua Lipa/2021 - Future Nostalgia ~The Moonlight Edition~ (Urban 0602435782966, 2 LP, Germany)/LP1",09 - Break My Heart.flac,Pop,44100,15482
"Dua Lipa/2021 - Future Nostalgia ~The Moonlight Edition~ (Urban 0602435782966, 2 LP, Germany)/LP1",10 - Good In Bed.flac,Pop,44100,17754
"Dua Lipa/2021 - Future Nostalgia ~The Moonlight Edition~ (Urban 0602435782966, 2 LP, Germany)/LP1",11 - Boys Will Be Boys.flac,Pop,44100,13899
"Dua Lipa/2021 - Future Nostalgia ~The Moonlight Edition~ (Urban 0602435782966, 2 LP, Germany)/LP2",12 - Fever.flac,Pop,44100,17043
"Dua Lipa/2021 - Future Nostalgia ~The Moonlight Edition~ (Urban 0602435782966, 2 LP, Germany)/LP2",13 - We’re Good.flac,Pop,44100,16795
"Dua Lipa/2021 - Future Nostalgia ~The Moonlight Edition~ (Urban 0602435782966, 2 LP, Germany)/LP2",14 - Prisoner.flac,Pop,44100,17840
"Dua Lipa/2021 - Future Nostalgia ~The Moonlight Edition~ (Urban 0602435782966, 2 LP, Germany)/LP2",15 - If It Ain’t Me.flac,Pop,44100,16311
"Dua Lipa/2021 - Future Nostalgia ~The Moonlight Edition~ (Urban 0602435782966, 2 LP, Germany)/LP2",16 - That Kind Of Woman.flac,Pop,44100,17366
"Dua Lipa/2021 - Future Nostalgia ~The Moonlight Edition~ (Urban 0602435782966, 2 LP, Germany)/LP2",17 - Not My Problem.flac,Pop,44100,16806
"Dua Lipa/2021 - Future Nostalgia ~The Moonlight Edition~ (Urban 0602435782966, 2 LP, Germany)/LP2",18 - Levitating.flac,Pop,44100,17194
"Dua Lipa/2021 - Future Nostalgia ~The Moonlight Edition~ (Urban 0602435782966, 2 LP, Germany)/LP2",19 - Un Día (One Day).flac,Pop,44100,15783
Lady Gaga - 2025 - MAYHEM [Digital Reissue Edition] (24_44),01 - Disease.flac,Pop,44100,20725
Lady Gaga - 2025 - MAYHEM [Digital Reissue Edition] (24_44),02 - Abracadabra.flac,Pop,44100,20478
Lady Gaga - 2025 - MAYHEM [Digital Reissue Edition] (24_44),03 - Garden Of Eden.flac,Pop,44100,16989
Lady Gaga - 2025 - MAYHEM [Digital Reissue Edition] (24_44),04 - Perfect Celebrity.flac,Pop,44100,16139
Lady Gaga - 2025 - MAYHEM [Digital Reissue Edition] (24_44),05 - Can’t Stop the High.flac,Pop,44100,18626
Lady Gaga - 2025 - MAYHEM [Digital Reissue Edition] (24_44),06 - Vanish Into You.flac,Pop,44100,20478
Lady Gaga - 2025 - MAYHEM [Digital Reissue Edition] (24_44),07 - Killah.flac,Pop,44100,16677
Lady Gaga - 2025 - MAYHEM [Digital Reissue Edition] (24_44),08 - Zombieboy.flac,Pop,44100,18443
Lady Gaga - 2025 - MAYHEM [Digital Reissue Edition] (24_44),09 - The Dead Dance.flac,Pop,44100,19509
Lady Gaga - 2025 - MAYHEM [Digital Reissue Edition] (24_44),10 - LoveDrug.flac,Pop,44100,20876
Lady Gaga - 2025 - MAYHEM [Digital Reissue Edition] (24_44),11 - How Bad Do U Want Me.flac,Pop,44100,17226
Lady Gaga - 2025 - MAYHEM [Digital Reissue Edition] (24_44),12 - Don't Call Tonight.flac,Pop,44100,15977
Lady Gaga - 2025 - MAYHEM [Digital Reissue Edition] (24_44),13 - Kill For Love.flac,Pop,44100,20725
Lady Gaga - 2025 - MAYHEM [Digital Reissue Edition] (24_44),14 - Shadow Of A Man.flac,Pop,44100,19358
Lady Gaga - 2025 - MAYHEM [Digital Reissue Edition] (24_44),15 - The Beast.flac,Pop,44100,17323
Lady Gaga - 2025 - MAYHEM [Digital Reissue Edition] (24_44),16 - Blade Of Grass.flac,Pop,44100,18292
Lady Gaga - 2025 - MAYHEM [Digital Reissue Edition] (24_44),17 - Die With A Smile.flac,Pop,44100,16978
The Weeknd - After Hours (Deluxe - Explicit) (2020) [Hi-Res stereo],02 Too Late.flac,Pop,44100,18938
The Weeknd - After Hours (Deluxe - Explicit) (2020) [Hi-Res stereo],03 Hardest To Love.flac,Pop,44100,18820
The Weeknd - After Hours (Deluxe - Explicit) (2020) [Hi-Res stereo],04 Scared To Live.flac,Pop,44100,15708
The Weeknd - After Hours (Deluxe - Explicit) (2020) [Hi-Res stereo],05 Snowchild.flac,Pop,44100,19218
The Weeknd - After Hours (Deluxe - Explicit) (2020) [Hi-Res stereo],06 Escape From LA.flac,Pop,44100,19422
The Weeknd - After Hours (Deluxe - Explicit) (2020) [Hi-Res stereo],07 Heartless.flac,Pop,44100,18669
The Weeknd - After Hours (Deluxe - Explicit) (2020) [Hi-Res stereo],08 Faith.flac,Pop,44100,18744
The Weeknd - After Hours (Deluxe - Explicit) (2020) [Hi-Res stereo],09 Blinding Lights.flac,Pop,44100,19789
The Weeknd - After Hours (Deluxe - Explicit) (2020) [Hi-Res stereo],10 In Your Eyes.flac,Pop,44100,18163
The Weeknd - After Hours (Deluxe - Explicit) (2020) [Hi-Res stereo],11 Save Your Tears.flac,Pop,44100,20790
The Weeknd - After Hours (Deluxe - Explicit) (2020) [Hi-Res stereo],12 Repeat After Me (Interlude).flac,Pop,44100,16322
The Weeknd - After Hours (Deluxe - Explicit) (2020) [Hi-Res stereo],13 After Hours.flac,Pop,44100,19745
The Weeknd - After Hours (Deluxe - Explicit) (2020) [Hi-Res stereo],15 Nothing Compares (Bonus Track).flac,Pop,44100,18970
The Weeknd - After Hours (Deluxe - Explicit) (2020) [Hi-Res stereo],16 Missed You (Bonus Track).flac,Pop,44100,17678
The Weeknd - After Hours (Deluxe - Explicit) (2020) [Hi-Res stereo],17 Final Lullaby (Bonus Track).flac,Pop,44100,16655
Evanescence-Sanctuary-CD-FLAC-2026-PERFECT,01-evanescence-beautiful_lie.flac,Rock,44100,17495
Evanescence-Sanctuary-CD-FLAC-2026-PERFECT,02-evanescence-tell_me_when_youve_had_enough.flac,Rock,44100,18464
Evanescence-Sanctuary-CD-FLAC-2026-PERFECT,03-evanescence-who_will_you_follow.flac,Rock,44100,17517
Evanescence-Sanctuary-CD-FLAC-2026-PERFECT,04-evanescence-rapture.flac,Rock,44100,20112
Evanescence-Sanctuary-CD-FLAC-2026-PERFECT,05-evanescence-afterlife.flac,Rock,44100,17334
Evanescence-Sanctuary-CD-FLAC-2026-PERFECT,06-evanescence-sanctuary.flac,Rock,44100,17764
Evanescence-Sanctuary-CD-FLAC-2026-PERFECT,07-evanescence-how_do_i_heal.flac,Rock,44100,18841
Evanescence-Sanctuary-CD-FLAC-2026-PERFECT,08-evanescence-about_us.flac,Rock,44100,19024
Evanescence-Sanctuary-CD-FLAC-2026-PERFECT,09-evanescence-calm_down.flac,Rock,44100,17754
Evanescence-Sanctuary-CD-FLAC-2026-PERFECT,10-evanescence-self_destruct.flac,Rock,44100,17388
Evanescence-Sanctuary-CD-FLAC-2026-PERFECT,11-evanescence-forever_without_you.flac,Rock,44100,18733
Evanescence-Sanctuary-CD-FLAC-2026-PERFECT,12-evanescence-wide_open_heart.flac,Rock,44100,17915
Foo_Fighters-Your_Favorite_Toy-CD-FLAC-2026-PERFECT,01-foo_fighters-caught_in_the_echo.flac,Rock,44100,18098
Foo_Fighters-Your_Favorite_Toy-CD-FLAC-2026-PERFECT,02-foo_fighters-of_all_people.flac,Rock,44100,18464
Foo_Fighters-Your_Favorite_Toy-CD-FLAC-2026-PERFECT,03-foo_fighters-window.flac,Rock,44100,18012
Foo_Fighters-Your_Favorite_Toy-CD-FLAC-2026-PERFECT,04-foo_fighters-your_favorite_toy.flac,Rock,44100,18109
Foo_Fighters-Your_Favorite_Toy-CD-FLAC-2026-PERFECT,05-foo_fighters-if_you_only_knew.flac,Rock,44100,17969
Foo_Fighters-Your_Favorite_Toy-CD-FLAC-2026-PERFECT,06-foo_fighters-spit_shine.flac,Rock,44100,18593
Foo_Fighters-Your_Favorite_Toy-CD-FLAC-2026-PERFECT,07-foo_fighters-unconditional.flac,Rock,44100,18518
Foo_Fighters-Your_Favorite_Toy-CD-FLAC-2026-PERFECT,08-foo_fighters-child_actor.flac,Rock,44100,18895
Foo_Fighters-Your_Favorite_Toy-CD-FLAC-2026-PERFECT,09-foo_fighters-amen_caveman.flac,Rock,44100,15611
Foo_Fighters-Your_Favorite_Toy-CD-FLAC-2026-PERFECT,10-foo_fighters-asking_for_a_friend.flac,Rock,44100,18507
Linkin_Park-From_Zero-CD-FLAC-2024-MOD,01-linkin_park-from_zero_(intro).flac,Rock,44100,16472
Linkin_Park-From_Zero-CD-FLAC-2024-MOD,02-linkin_park-the_emptiness_machine.flac,Rock,44100,19735
Linkin_Park-From_Zero-CD-FLAC-2024-MOD,03-linkin_park-cut_the_bridge.flac,Rock,44100,15826
Linkin_Park-From_Zero-CD-FLAC-2024-MOD,04-linkin_park-heavy_is_the_crown.flac,Rock,44100,17291
Linkin_Park-From_Zero-CD-FLAC-2024-MOD,05-linkin_park-over_each_other.flac,Rock,44100,16677
Linkin_Park-From_Zero-CD-FLAC-2024-MOD,06-linkin_park-casualty.flac,Rock,44100,17237
Linkin_Park-From_Zero-CD-FLAC-2024-MOD,07-linkin_park-overflow.flac,Rock,44100,19229
Linkin_Park-From_Zero-CD-FLAC-2024-MOD,08-linkin_park-two_faced.flac,Rock,44100,16365
Linkin_Park-From_Zero-CD-FLAC-2024-MOD,09-linkin_park-stained.flac,Rock,44100,18453
Linkin_Park-From_Zero-CD-FLAC-2024-MOD,10-linkin_park-igyeih.flac,Rock,44100,15353
Linkin_Park-From_Zero-CD-FLAC-2024-MOD,11-linkin_park-good_things_go.flac,Rock,44100,15428
Nevertel-Everything_In_My_Mind-24BIT-WEB-FLAC-2021-VEXED,01-nevertel-holding_on.flac,Rock,44100,17409
Nevertel-Everything_In_My_Mind-24BIT-WEB-FLAC-2021-VEXED,02-nevertel-back_on_me.flac,Rock,44100,17721
Nevertel-Everything_In_My_Mind-24BIT-WEB-FLAC-2021-VEXED,03-nevertel-everything_in_my_mind.flac,Rock,44100,18001
Nevertel-Everything_In_My_Mind-24BIT-WEB-FLAC-2021-VEXED,04-nevertel-all_i_need.flac,Rock,44100,18507
Nevertel-Everything_In_My_Mind-24BIT-WEB-FLAC-2021-VEXED,05-nevertel-life_like_this.flac,Rock,44100,17075
Nevertel-Everything_In_My_Mind-24BIT-WEB-FLAC-2021-VEXED,06-nevertel-new_friend_(feat._andromida).flac,Rock,44100,18238
Nevertel-Everything_In_My_Mind-24BIT-WEB-FLAC-2021-VEXED,07-nevertel-whats_it_mean.flac,Rock,44100,16677
Nevertel-Everything_In_My_Mind-24BIT-WEB-FLAC-2021-VEXED,08-nevertel-know_my_loneliness.flac,Rock,44100,17958
Nevertel-Everything_In_My_Mind-24BIT-WEB-FLAC-2021-VEXED,09-nevertel-dark_cloud.flac,Rock,44100,16505
Nevertel-Start_Again-24BIT-WEB-FLAC-2025-FLACCiD,01-nevertel-start_again_(prelude).flac,Rock,44100,18260
Nevertel-Start_Again-24BIT-WEB-FLAC-2025-FLACCiD,02-nevertel-criminal.flac,Rock,48000,19347
Nevertel-Start_Again-24BIT-WEB-FLAC-2025-FLACCiD,03-nevertel-did_it_all.flac,Rock,48000,20695
Nevertel-Start_Again-24BIT-WEB-FLAC-2025-FLACCiD,04-nevertel-break_the_silence.flac,Rock,44100,19207
Nevertel-Start_Again-24BIT-WEB-FLAC-2025-FLACCiD,05-nevertel-good_intentions.flac,Rock,44100,16882
Nevertel-Start_Again-24BIT-WEB-FLAC-2025-FLACCiD,06-nevertel-sacrifice.flac,Rock,96000,21820
Nevertel-Start_Again-24BIT-WEB-FLAC-2025-FLACCiD,07-nevertel-losing_faith.flac,Rock,48000,21058
Nevertel-Start_Again-24BIT-WEB-FLAC-2025-FLACCiD,08-nevertel-miles_apart.flac,Rock,44100,18486
Nevertel-Start_Again-24BIT-WEB-FLAC-2025-FLACCiD,09-nevertel-some_things.flac,Rock,44100,16666
